run_id,model,api,condition,category,source_category,item_id,target_count,parsed_count,count_error,count_abs_error,count_correct,secondary_target_count,parsed_secondary_count,secondary_correct,task_correct,matched_prompt_tokens,distractor_estimated_tokens,prompt_estimated_tokens,response_status,response_detail,parse_error,latency_seconds,input_tokens,output_tokens,total_tokens,reasoning_tokens,cached_input_tokens,requested_max_output_tokens,final_max_output_tokens,retry_count
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:69,32,32,0,0,True,,,,False,127,127,233,completed,,,2.1857650299934903,279,24,303,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:date_understanding:20,32,32,0,0,True,,,,False,99,99,205,completed,,,2.2767070760019124,251,25,276,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:temporal_sequences:195,32,32,0,0,True,,,,True,158,158,264,completed,,,2.290940838996903,310,14,324,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:logical_deduction_three_objects:204,32,32,0,0,True,,,,True,116,116,222,completed,,,2.865874356008135,268,14,282,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:logical_deduction_three_objects:137,32,32,0,0,True,,,,True,110,110,216,completed,,,1.1313210299995262,262,14,276,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:date_understanding:128,32,32,0,0,True,,,,False,114,114,220,completed,,,1.1436409360030666,266,25,291,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_126,32,32,0,0,True,,,,True,97,97,202,completed,,,0.8669486879953183,248,26,274,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_635,32,32,0,0,True,,,,True,103,103,208,completed,,,1.6004036459926283,253,20,273,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_187,32,32,0,0,True,,,,True,78,78,183,completed,,,1.1178003039967734,229,20,249,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_557,32,32,0,0,True,,,,False,62,62,167,completed,,,0.9215044879965717,213,23,236,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_138,32,32,0,0,True,,,,True,87,87,192,completed,,,1.529718428995693,238,19,257,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/precalculus/659.json,32,32,0,0,True,,,,False,118,118,224,completed,,,0.9696342319948599,271,34,305,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/counting_and_probability/1009.json,32,32,0,0,True,,,,True,81,81,186,completed,,,0.932409846005612,230,14,244,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/precalculus/263.json,32,32,0,0,True,,,,False,164,164,270,completed,,,0.9755587260005996,311,28,339,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/algebra/1457.json,32,32,0,0,True,,,,False,49,49,154,completed,,,0.9075548320106464,199,20,219,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/precalculus/43.json,32,32,0,0,True,,,,True,66,66,172,completed,,,1.0138673359906534,217,25,242,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/algebra/1078.json,32,32,0,0,True,,,,False,50,50,155,completed,,,1.5707190800021635,199,93,292,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:169,32,32,0,0,True,,,,True,452,452,557,completed,,,0.836707189999288,613,20,633,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_24,32,32,0,0,True,,,,True,64,64,169,completed,,,3.9915946000110125,215,31,246,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:5011,32,32,0,0,True,,,,True,76,76,182,completed,,,1.024018732001423,227,14,241,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:4534,32,32,0,0,True,,,,False,286,286,392,completed,,,0.9546869059995515,435,20,455,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:3586,32,32,0,0,True,,,,True,169,169,275,completed,,,0.9293795800040243,321,20,341,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:194,32,32,0,0,True,,,,True,103,103,208,completed,,,1.0803294140059734,253,14,267,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:2640,32,32,0,0,True,,,,True,116,116,222,completed,,,1.2368467129999772,268,14,282,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,mmlu_pro,mmlu_pro:4534,32,32,0,0,True,,,,,286,300,411,completed,,,0.7771171480126213,463,9,472,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,bbh_reasoning,bbh_reasoning:logical_deduction_three_objects:204,32,32,0,0,True,,,,,116,124,235,completed,,,0.8473330590059049,281,9,290,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,cruxeval_o,cruxeval_o:sample_635,32,32,0,0,True,,,,,103,124,235,completed,,,0.8880392720020609,281,9,290,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,math500,math500:test/algebra/1457.json,32,32,0,0,True,,,,,49,58,169,completed,,,2.3321882160089444,215,9,224,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,cruxeval_o,cruxeval_o:sample_24,32,32,0,0,True,,,,,64,80,191,completed,,,1.1605450250062859,239,9,248,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,mmlu_pro,mmlu_pro:3586,32,32,0,0,True,85,80,False,,169,169,281,completed,,,1.3901965609984472,327,17,344,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,math500,math500:test/precalculus/43.json,32,32,0,0,True,,,,,66,80,191,completed,,,2.7690579070040258,239,9,248,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,mmlu_pro,mmlu_pro:5011,32,32,0,0,True,39,39,True,,76,77,189,completed,,,0.9446199520025402,235,17,252,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,bbh_reasoning,bbh_reasoning:date_understanding:20,32,32,0,0,True,50,50,True,,99,99,211,completed,,,0.896494618995348,257,14,271,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,math500,math500:test/counting_and_probability/1009.json,32,32,0,0,True,41,41,True,,81,81,193,completed,,,1.343879421998281,239,14,253,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:217,33,33,0,0,True,,,,False,124,124,232,completed,,,1.0403459259978263,278,20,298,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,mmlu_pro,mmlu_pro:194,32,32,0,0,True,52,52,True,,103,103,215,completed,,,1.42446118000953,261,20,281,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,cruxeval_o,cruxeval_o:sample_24,32,32,0,0,True,33,33,True,,64,65,177,completed,,,1.3960328719986137,223,14,237,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:logical_deduction_three_objects:46,33,33,0,0,True,,,,True,107,107,215,completed,,,0.9024868629931007,258,14,272,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:69,33,33,0,0,True,,,,False,127,127,235,completed,,,1.3160251320077805,281,24,305,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:logical_deduction_three_objects:98,33,33,0,0,True,,,,True,118,118,226,completed,,,0.8319254310044926,269,20,289,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:date_understanding:167,33,33,0,0,True,,,,False,94,94,202,completed,,,1.0805538889981108,248,23,271,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:date_understanding:23,33,33,0,0,True,,,,False,98,98,206,completed,,,0.9486598840012448,252,25,277,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_647,33,33,0,0,True,,,,False,60,60,167,completed,,,0.9448108240030706,213,33,246,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_715,33,33,0,0,True,,,,False,53,53,160,completed,,,1.0516627699980745,205,14,219,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_578,33,33,0,0,True,,,,True,81,81,188,completed,,,1.0986792639887426,234,37,271,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/algebra/1936.json,33,33,0,0,True,,,,False,56,56,163,completed,,,0.9797794890037039,208,20,228,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_136,33,33,0,0,True,,,,True,69,69,176,completed,,,1.1883286079973914,221,38,259,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_599,33,33,0,0,True,,,,False,95,95,202,completed,,,1.5042051099881064,248,31,279,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/counting_and_probability/1003.json,33,33,0,0,True,,,,False,173,173,281,completed,,,0.9108981620083796,326,23,349,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/number_theory/410.json,33,33,0,0,True,,,,False,30,30,137,completed,,,1.1633756950031966,182,17,199,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_797,33,33,0,0,True,,,,True,73,73,180,completed,,,3.021346932000597,227,32,259,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/algebra/1425.json,33,33,0,0,True,,,,True,44,44,151,completed,,,1.0955430830072146,196,14,210,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/number_theory/1128.json,33,33,0,0,True,,,,False,62,62,170,completed,,,1.8685086719924584,215,64,279,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:4787,33,33,0,0,True,,,,True,101,101,208,completed,,,0.8705352580000181,254,20,274,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/algebra/524.json,33,33,0,0,True,,,,True,47,47,154,completed,,,1.4614565380034037,199,15,214,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:2640,33,33,0,0,True,,,,True,116,116,224,completed,,,0.8823549410008127,270,20,290,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:9117,33,33,0,0,True,,,,True,158,158,265,completed,,,1.2014191299967933,310,20,330,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:9928,33,33,0,0,True,,,,True,231,231,339,completed,,,0.6776728919940069,384,14,398,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:5011,33,33,0,0,True,,,,True,76,76,184,completed,,,1.3133693330019014,229,14,243,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:2622,33,33,0,0,True,,,,False,92,92,200,completed,,,1.8128763120039366,245,14,259,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,cruxeval_o,cruxeval_o:sample_136,33,33,0,0,True,,,,,69,80,193,completed,,,0.8857185130036669,239,9,248,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,mmlu_pro,mmlu_pro:2640,33,33,0,0,True,,,,,116,124,237,completed,,,0.8145012160093756,283,9,292,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,cruxeval_o,cruxeval_o:sample_715,33,33,0,0,True,,,,,53,58,171,completed,,,0.812955356988823,219,9,228,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,mmlu_pro,mmlu_pro:4787,33,33,0,0,True,,,,,101,102,215,completed,,,0.9130569510016358,263,9,272,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,mmlu_pro,mmlu_pro:9928,33,33,0,0,True,,,,,231,234,347,completed,,,1.1618926429946441,395,9,404,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,irrelevant_code,pooled_control,math500,math500:test/number_theory/1128.json,33,33,0,0,True,,,,,62,80,193,completed,,,0.9388090110005578,241,9,250,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:217,33,33,0,0,True,63,63,True,,124,125,239,completed,,,0.9569978740037186,285,14,299,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,mmlu_pro,mmlu_pro:5011,33,33,0,0,True,39,39,True,,76,77,191,completed,,,0.8481094119924819,237,14,251,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,mmlu_pro,mmlu_pro:2640,33,33,0,0,True,59,60,False,,116,117,231,completed,,,1.0082806900027208,277,23,300,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,math500,math500:test/algebra/524.json,33,33,0,0,True,24,24,True,,47,47,161,completed,,,0.9094460400083335,207,14,221,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,math500,math500:test/counting_and_probability/1003.json,33,33,0,0,True,87,81,False,,173,173,287,completed,,,0.8546484980033711,333,17,350,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:date_understanding:142,34,34,0,0,True,,,,False,103,103,213,completed,,,0.7636655640089884,259,29,288,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,dual_counting,pooled_control,math500,math500:test/algebra/1936.json,33,33,0,0,True,29,29,True,,56,57,171,completed,,,2.587292531999992,217,14,231,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:tracking_shuffled_objects_three_objects:69,34,34,0,0,True,,,,False,127,127,237,completed,,,1.356170122991898,283,24,307,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:logical_deduction_three_objects:74,34,34,0,0,True,,,,True,108,108,218,completed,,,1.3189231509895762,264,14,278,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:temporal_sequences:13,34,34,0,0,True,,,,True,184,184,294,completed,,,1.0102764389885124,337,20,357,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:temporal_sequences:161,34,34,0,0,True,,,,True,174,174,284,completed,,,1.043133332990692,330,20,350,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,bbh_reasoning,bbh_reasoning,bbh_reasoning:temporal_sequences:158,34,34,0,0,True,,,,False,170,170,280,completed,,,2.9374154609977268,325,29,354,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_664,34,34,0,0,True,,,,True,59,59,169,completed,,,0.9713982480025152,215,22,237,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_136,34,34,0,0,True,,,,True,69,69,178,completed,,,1.073500505008269,223,37,260,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_187,34,34,0,0,True,,,,True,78,78,187,completed,,,0.9150948089954909,233,14,247,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_557,34,34,0,0,True,,,,True,62,62,171,completed,,,1.3828129320027074,217,24,241,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_56,34,34,0,0,True,,,,True,65,65,174,completed,,,1.5589061950013274,220,14,234,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,cruxeval_o,cruxeval_o,cruxeval_o:sample_181,34,34,0,0,True,,,,True,80,80,189,completed,,,2.2786500780057395,235,27,262,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/prealgebra/1044.json,34,34,0,0,True,,,,False,773,773,882,completed,,,1.1126604760065675,926,22,948,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/precalculus/989.json,34,34,0,0,True,,,,True,66,66,175,completed,,,1.0775869259960018,220,20,240,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/algebra/2058.json,34,34,0,0,True,,,,False,93,93,202,completed,,,1.2652697430021362,246,20,266,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/prealgebra/1297.json,34,34,0,0,True,,,,True,83,83,192,completed,,,0.901111780985957,242,14,256,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/algebra/1936.json,34,34,0,0,True,,,,False,56,56,165,completed,,,2.9313259180053137,210,23,233,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:6022,34,34,0,0,True,,,,False,65,65,175,completed,,,1.0792496560025029,220,14,234,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:6732,34,34,0,0,True,,,,True,89,89,199,completed,,,1.6548143919935683,245,14,259,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:6576,34,34,0,0,True,,,,True,149,149,259,completed,,,0.8703937090031104,302,20,322,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:6905,34,34,0,0,True,,,,False,149,149,259,completed,,,1.7475250190036604,305,14,319,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,math500,math500,math500:test/number_theory/864.json,34,34,0,0,True,,,,True,40,40,150,completed,,,2.9954807110043475,196,22,218,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:7210,34,34,0,0,True,,,,False,101,101,210,completed,,,0.8825434710015543,256,14,270,0,0,2048,2048,0
20260424T185546Z,gpt-5.4-mini,responses,real_task,mmlu_pro,mmlu_pro,mmlu_pro:9986,34,34,0,0,True,,,,False,241,241,351,completed,,,1.7192279520095326,397,20,417,0,0,2048,2048,0
